"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"80 & Older years","2020-08-06","97","19","34","7785","1558","106.857142857142","19.1428571428571"
"80 & Older years","2020-08-07","134","33","30","7919","1591","109.428571428571","19.5714285714285"
"80 & Older years","2020-08-08","146","21","51","8065","1612","110.857142857142","18.2857142857142"
"80 & Older years","2020-08-09","139","2","33","8204","1614","119.142857142857","18.2857142857142"
"80 & Older years","2020-08-10","85","5","23","8289","1619","123.285714285714","19"
"80 & Older years","2020-08-11","137","45","40","8426","1664","128.857142857142","20.8571428571428"
"80 & Older years","2020-08-12","151","42","61","8577","1706","127","23.8571428571428"
"80 & Older years","2020-08-13","110","33","23","8687","1739","128.857142857142","25.8571428571428"
"80 & Older years","2020-08-14","88","9","27","8775","1748","122.285714285714","22.4285714285714"
"80 & Older years","2020-08-15","107","31","28","8882","1779","116.714285714285","23.8571428571428"
"80 & Older years","2020-08-16","41","7","11","8923","1786","102.714285714285","24.5714285714285"
"80 & Older years","2020-08-17","71","10","22","8994","1796","100.714285714285","25.2857142857142"
"80 & Older years","2020-08-18","104","18","46","9098","1814","96","21.4285714285714"
"80 & Older years","2020-08-19","67","18","23","9165","1832","84","18"
"80 & Older years","2020-08-20","88","16","36","9253","1848","80.8571428571428","15.5714285714285"
"80 & Older years","2020-08-21","93","37","38","9346","1885","81.5714285714285","19.5714285714285"
"80 & Older years","2020-08-22","76","35","32","9422","1920","77.1428571428571","20.1428571428571"
"80 & Older years","2020-08-23","58","20","18","9480","1940","79.5714285714285","22"
"80 & Older years","2020-08-24","61","10","23","9541","1950","78.1428571428571","22"
"80 & Older years","2020-08-25","99","40","34","9640","1990","77.4285714285714","25.1428571428571"
"80 & Older years","2020-08-26","75","13","26","9715","2003","78.5714285714285","24.4285714285714"
"80 & Older years","2020-08-27","61","33","22","9776","2036","74.7142857142857","26.8571428571428"
"80 & Older years","2020-08-28","69","35","30","9845","2071","71.2857142857143","26.5714285714285"
"80 & Older years","2020-08-29","80","36","26","9925","2107","71.8571428571428","26.7142857142857"
"80 & Older years","2020-08-30","52","8","9","9977","2115","71","25"
"80 & Older years","2020-08-31","51","14","19","10028","2129","69.5714285714285","25.5714285714285"
"80 & Older years","2020-09-01","66","34","23","10094","2163","64.8571428571428","24.7142857142857"
"80 & Older years","2020-09-02","55","26","22","10149","2189","62","26.5714285714285"
"80 & Older years","2020-09-03","67","34","27","10216","2223","62.8571428571428","26.7142857142857"
"80 & Older years","2020-09-04","48","26","13","10264","2249","59.8571428571428","25.4285714285714"
"80 & Older years","2020-09-05","57","12","22","10321","2261","56.5714285714285","22"
"80 & Older years","2020-09-06","51","17","9","10372","2278","56.4285714285714","23.2857142857142"
"80 & Older years","2020-09-07","12","2","3","10384","2280","50.8571428571428","21.5714285714285"
"80 & Older years","2020-09-08","40","12","13","10424","2292","47.1428571428571","18.4285714285714"
"80 & Older years","2020-09-09","58","15","29","10482","2307","47.5714285714285","16.8571428571428"
"80 & Older years","2020-09-10","54","22","20","10536","2329","45.7142857142857","15.1428571428571"
"80 & Older years","2020-09-11","70","7","21","10606","2336","48.8571428571428","12.4285714285714"
"80 & Older years","2020-09-12","53","19","23","10659","2355","48.2857142857142","13.4285714285714"
"80 & Older years","2020-09-13","35","18","11","10694","2373","46","13.5714285714285"
"80 & Older years","2020-09-14","36","8","17","10730","2381","49.4285714285714","14.4285714285714"
"80 & Older years","2020-09-15","49","19","30","10779","2400","50.7142857142857","15.4285714285714"
"80 & Older years","2020-09-16","63","8","25","10842","2408","51.4285714285714","14.4285714285714"
"80 & Older years","2020-09-17","57","20","24","10899","2428","51.8571428571428","14.1428571428571"
"80 & Older years","2020-09-18","50","22","20","10949","2450","49","16.2857142857142"
"80 & Older years","2020-09-19","76","17","23","11025","2467","52.2857142857142","16"
"80 & Older years","2020-09-20","34","1","15","11059","2468","52.1428571428571","13.5714285714285"
"80 & Older years","2020-09-21","43","1","10","11102","2469","53.1428571428571","12.5714285714285"
"80 & Older years","2020-09-22","33","28","11","11135","2497","50.8571428571428","13.8571428571428"
"80 & Older years","2020-09-23","51","30","20","11186","2527","49.1428571428571","17"
"80 & Older years","2020-09-24","39","13","18","11225","2540","46.5714285714285","16"
"80 & Older years","2020-09-25","47","16","11","11272","2556","46.1428571428571","15.1428571428571"
"80 & Older years","2020-09-26","38","19","14","11310","2575","40.7142857142857","15.4285714285714"
"80 & Older years","2020-09-27","17","12","7","11327","2587","38.2857142857142","17"
"80 & Older years","2020-09-28","13","6","7","11340","2593","34","17.7142857142857"
"80 & Older years","2020-09-29","41","10","21","11381","2603","35.1428571428571","15.1428571428571"
"80 & Older years","2020-09-30","60","13","25","11441","2616","36.4285714285714","12.7142857142857"
"80 & Older years","2020-10-01","38","21","20","11479","2637","36.2857142857142","13.8571428571428"
"80 & Older years","2020-10-02","46","16","13","11525","2653","36.1428571428571","13.8571428571428"
"80 & Older years","2020-10-03","42","8","16","11567","2661","36.7142857142857","12.2857142857142"
"80 & Older years","2020-10-04","14","6","10","11581","2667","36.2857142857142","11.4285714285714"
"80 & Older years","2020-10-05","20","6","9","11601","2673","37.2857142857142","11.4285714285714"
"80 & Older years","2020-10-06","35","9","19","11636","2682","36.4285714285714","11.2857142857142"
"80 & Older years","2020-10-07","40","8","19","11676","2690","33.5714285714285","10.5714285714285"
"80 & Older years","2020-10-08","24","15","8","11700","2705","31.5714285714285","9.71428571428571"
"80 & Older years","2020-10-09","54","16","22","11754","2721","32.7142857142857","9.71428571428571"
"80 & Older years","2020-10-10","28","8","12","11782","2729","30.7142857142857","9.71428571428571"
"80 & Older years","2020-10-11","38","7","9","11820","2736","34.1428571428571","9.85714285714285"
"80 & Older years","2020-10-12","26","3","9","11846","2739","35","9.42857142857143"
"80 & Older years","2020-10-13","26","5","12","11872","2744","33.7142857142857","8.85714285714285"
"80 & Older years","2020-10-14","61","4","21","11933","2748","36.7142857142857","8.28571428571428"
"80 & Older years","2020-10-15","47","7","22","11980","2755","40","7.14285714285714"
"80 & Older years","2020-10-16","61","23","15","12041","2778","41","8.14285714285714"
"80 & Older years","2020-10-17","52","18","12","12093","2796","44.4285714285714","9.57142857142857"
"80 & Older years","2020-10-18","43","11","12","12136","2807","45.1428571428571","10.1428571428571"
"80 & Older years","2020-10-19","32","5","21","12168","2812","46","10.4285714285714"
"80 & Older years","2020-10-20","40","5","18","12208","2817","48","10.4285714285714"
"80 & Older years","2020-10-21","30","14","11","12238","2831","43.5714285714285","11.8571428571428"
"80 & Older years","2020-10-22","59","8","20","12297","2839","45.2857142857142","12"
"80 & Older years","2020-10-23","55","12","16","12352","2851","44.4285714285714","10.4285714285714"
"80 & Older years","2020-10-24","56","17","20","12408","2868","45","10.2857142857142"
"80 & Older years","2020-10-25","64","0","26","12472","2868","48","8.71428571428571"
"80 & Older years","2020-10-26","19","6","9","12491","2874","46.1428571428571","8.85714285714285"
"80 & Older years","2020-10-27","44","6","22","12535","2880","46.7142857142857","9"
"80 & Older years","2020-10-28","44","9","23","12579","2889","48.7142857142857","8.28571428571428"
"80 & Older years","2020-10-29","45","13","18","12624","2902","46.7142857142857","9"
"80 & Older years","2020-10-30","37","14","21","12661","2916","44.1428571428571","9.28571428571428"
"80 & Older years","2020-10-31","64","7","26","12725","2923","45.2857142857142","7.85714285714285"
"80 & Older years","2020-11-01","28","2","10","12753","2925","40.1428571428571","8.14285714285714"
"80 & Older years","2020-11-02","25","5","10","12778","2930","41","8"
"80 & Older years","2020-11-03","86","10","25","12864","2940","47","8.57142857142857"
"80 & Older years","2020-11-04","68","15","21","12932","2955","50.4285714285714","9.42857142857143"
"80 & Older years","2020-11-05","67","17","31","12999","2972","53.5714285714285","10"
"80 & Older years","2020-11-06","59","8","20","13058","2980","56.7142857142857","9.14285714285714"
"80 & Older years","2020-11-07","55","10","27","13113","2990","55.4285714285714","9.57142857142857"
"80 & Older years","2020-11-08","45","0","20","13158","2990","57.8571428571428","9.28571428571428"
"80 & Older years","2020-11-09","33","8","15","13191","2998","59","9.71428571428571"
"80 & Older years","2020-11-10","66","10","35","13257","3008","56.1428571428571","9.71428571428571"
"80 & Older years","2020-11-11","66","22","28","13323","3030","55.8571428571428","10.7142857142857"
"80 & Older years","2020-11-12","66","24","26","13389","3054","55.7142857142857","11.7142857142857"
"80 & Older years","2020-11-13","65","8","23","13454","3062","56.5714285714285","11.7142857142857"
"80 & Older years","2020-11-14","73","19","25","13527","3081","59.1428571428571","13"
"80 & Older years","2020-11-15","59","0","21","13586","3081","61.1428571428571","13"
"80 & Older years","2020-11-16","32","3","9","13618","3084","61","12.2857142857142"
"80 & Older years","2020-11-17","85","11","31","13703","3095","63.7142857142857","12.4285714285714"
"80 & Older years","2020-11-18","83","13","25","13786","3108","66.1428571428571","11.1428571428571"
"80 & Older years","2020-11-19","56","14","26","13842","3122","64.7142857142857","9.71428571428571"
"80 & Older years","2020-11-20","108","6","37","13950","3128","70.8571428571428","9.42857142857143"
"80 & Older years","2020-11-21","85","16","25","14035","3144","72.5714285714285","9"
"80 & Older years","2020-11-22","45","0","18","14080","3144","70.5714285714285","9"
"80 & Older years","2020-11-23","47","9","19","14127","3153","72.7142857142857","9.85714285714285"
"80 & Older years","2020-11-24","63","7","28","14190","3160","69.5714285714285","9.28571428571428"
"80 & Older years","2020-11-25","84","21","37","14274","3181","69.7142857142857","10.4285714285714"
"80 & Older years","2020-11-26","118","13","53","14392","3194","78.5714285714285","10.2857142857142"
"80 & Older years","2020-11-27","77","13","28","14469","3207","74.1428571428571","11.2857142857142"
"80 & Older years","2020-11-28","93","12","30","14562","3219","75.2857142857143","10.7142857142857"
"80 & Older years","2020-11-29","73","2","34","14635","3221","79.2857142857143","11"
"80 & Older years","2020-11-30","65","0","29","14700","3221","81.8571428571428","9.71428571428571"
"80 & Older years","2020-12-01","101","12","55","14801","3233","87.2857142857143","10.4285714285714"
"80 & Older years","2020-12-02","120","18","59","14921","3251","92.4285714285714","10"
"80 & Older years","2020-12-03","151","20","61","15072","3271","97.1428571428571","11"
"80 & Older years","2020-12-04","195","13","60","15267","3284","114","11"
"80 & Older years","2020-12-05","128","19","47","15395","3303","119","12"
"80 & Older years","2020-12-06","61","1","9","15456","3304","117.285714285714","11.8571428571428"
"80 & Older years","2020-12-07","159","19","79","15615","3323","130.714285714285","14.5714285714285"
"80 & Older years","2020-12-08","117","6","51","15732","3329","133","13.7142857142857"
"80 & Older years","2020-12-09","124","21","51","15856","3350","133.571428571428","14.1428571428571"
"80 & Older years","2020-12-10","180","20","44","16036","3370","137.714285714285","14.1428571428571"
"80 & Older years","2020-12-11","164","19","47","16200","3389","133.285714285714","15"
"80 & Older years","2020-12-12","135","9","45","16335","3398","134.285714285714","13.5714285714285"
"80 & Older years","2020-12-13","88","0","25","16423","3398","138.142857142857","13.4285714285714"
"80 & Older years","2020-12-14","74","8","33","16497","3406","126","11.8571428571428"
"80 & Older years","2020-12-15","151","12","66","16648","3418","130.857142857142","12.7142857142857"
"80 & Older years","2020-12-16","134","20","53","16782","3438","132.285714285714","12.5714285714285"
"80 & Older years","2020-12-17","194","26","61","16976","3464","134.285714285714","13.4285714285714"
"80 & Older years","2020-12-18","204","11","58","17180","3475","140","12.2857142857142"
"80 & Older years","2020-12-19","125","20","37","17305","3495","138.571428571428","13.8571428571428"
"80 & Older years","2020-12-20","148","0","65","17453","3495","147.142857142857","13.8571428571428"
"80 & Older years","2020-12-21","107","5","39","17560","3500","151.857142857142","13.4285714285714"
"80 & Older years","2020-12-22","182","17","55","17742","3517","156.285714285714","14.1428571428571"
"80 & Older years","2020-12-23","154","19","62","17896","3536","159.142857142857","14"
"80 & Older years","2020-12-24","297","17","96","18193","3553","173.857142857142","12.7142857142857"
"80 & Older years","2020-12-25","186","22","41","18379","3575","171.285714285714","14.2857142857142"
"80 & Older years","2020-12-26","119","18","40","18498","3593","170.428571428571","14"
"80 & Older years","2020-12-27","107","1","41","18605","3594","164.571428571428","14.1428571428571"
"80 & Older years","2020-12-28","120","3","51","18725","3597","166.428571428571","13.8571428571428"
"80 & Older years","2020-12-29","220","16","105","18945","3613","171.857142857142","13.7142857142857"
"80 & Older years","2020-12-30","165","17","54","19110","3630","173.428571428571","13.4285714285714"
"80 & Older years","2020-12-31","329","29","128","19439","3659","178","15.1428571428571"
"80 & Older years","2021-01-01","270","9","79","19709","3668","190","13.2857142857142"
"80 & Older years","2021-01-02","205","0","60","19914","3668","202.285714285714","10.7142857142857"
